Date,Crop_Type,Soil_Type,Soil_pH,Temperature,Humidity,Wind_Speed,N,P,K,Crop_Yield,Soil_Quality
2014-03-02,Wheat,Sandy,6.75,28.353704729751016,71.64629527024898,9.12322071429469,55,40,27,8.686109994584955,35.58333333333333
2014-03-03,Wheat,Loamy,6.5,12.414284289518775,80.0,5.926627314226369,77,60,45,24.47644507933923,60.66666666666666
2014-03-04,Wheat,Clay,6.25,22.903422273341395,77.09657772665861,10.74703502909357,66,50,36,59.579488423582255,44.33333333333333
2014-03-05,Wheat,Peaty,5.5,27.16940425450116,72.83059574549884,2.119641227947868,60,45,31,15.127652504962354,22.83333333333333
2014-03-06,Wheat,Clay,6.25,25.710461228101725,74.28953877189828,11.724103784996046,66,50,36,32.953801370780965,44.33333333333333
2014-03-07,Wheat,Clay,6.25,26.321489109877167,73.67851089012284,12.175598418019554,66,50,36,24.014009163308312,44.33333333333333
2014-03-08,Wheat,Loamy,6.5,24.38645533202138,75.61354466797862,10.280117122829951,77,60,45,45.30980780454611,60.66666666666666
2014-03-09,Wheat,Saline,8.0,22.744205707955008,77.255794292045,11.65522239973276,71,55,40,47.50044183716485,13.916666666666666
2014-03-10,Wheat,Saline,8.0,24.17235924323336,75.82764075676664,7.961846290580949,71,55,40,32.77825125150297,13.916666666666666
2014-03-11,Wheat,Clay,6.25,27.16942740000821,72.83057259999178,12.015659724854668,66,50,36,17.664432635841116,44.33333333333333
2014-03-12,Wheat,Loamy,6.5,28.181828638764653,71.81817136123534,9.018039411175431,77,60,45,14.018000935480618,60.66666666666666
2014-03-13,Wheat,Loamy,6.5,28.725152814564,71.274847185436,14.31833714545941,77,60,45,10.518249328133695,60.66666666666666
2014-03-14,Wheat,Clay,6.25,28.39465645029639,71.6053435497036,9.589013531672624,66,50,36,10.49120429137922,44.33333333333333
2014-03-15,Wheat,Peaty,5.5,25.619587131713224,74.38041286828678,7.624871948297216,60,45,31,23.320003372458235,22.83333333333333
2014-03-16,Wheat,Clay,6.25,21.963227833938944,78.03677216606106,9.768336864330864,66,50,36,60.496473949080624,44.33333333333333
2014-03-17,Wheat,Saline,8.0,25.241401401997035,74.75859859800296,8.711177668125629,71,55,40,28.27963815269773,13.916666666666666
2014-03-18,Wheat,Peaty,5.5,24.084247644733527,75.91575235526648,8.929980597460386,60,45,31,36.24576274055264,22.83333333333333
2014-03-19,Wheat,Loamy,6.5,28.677621270625487,71.32237872937452,14.975455125904242,77,60,45,11.239952258702052,60.66666666666666
2014-03-20,Wheat,Sandy,6.75,20.55275625380225,79.44724374619774,9.0145510857684,55,40,27,58.8552306541084,35.58333333333333
2014-03-21,Wheat,Saline,8.0,20.133105809864823,79.86689419013517,13.021400009419478,71,55,40,59.61061165584383,13.916666666666666
2014-03-22,Wheat,Loamy,6.5,20.944995681855776,79.05500431814423,6.65786064951402,77,60,45,84.53192110291012,60.66666666666666
2014-03-23,Wheat,Loamy,6.5,21.17359969028329,78.82640030971672,2.8075033866110264,77,60,45,83.93679536114979,60.66666666666666
2014-03-24,Wheat,Loamy,6.5,22.07387002108252,77.92612997891749,13.016965279229792,77,60,45,59.86968466627644,60.66666666666666
2014-03-25,Wheat,Peaty,5.5,21.03031662947583,78.96968337052417,1.6763894036968168,60,45,31,47.5710456505739,22.83333333333333
2014-03-26,Wheat,Sandy,6.75,21.105301795918795,78.89469820408121,9.054709800903671,55,40,27,61.21236718797416,35.58333333333333
2014-03-27,Wheat,Peaty,5.5,27.14670411400867,72.85329588599133,11.138918945157895,60,45,31,14.343853039701772,22.83333333333333
2014-03-28,Wheat,Saline,8.0,26.73780806901776,73.26219193098224,10.260093098243187,71,55,40,19.288161238223417,13.916666666666666
2014-03-29,Wheat,Sandy,6.75,21.19790900094313,78.80209099905687,9.61979189264228,55,40,27,47.360714473188615,35.58333333333333
2014-03-30,Wheat,Clay,6.25,24.88849858140973,75.11150141859027,7.933343372273783,66,50,36,37.66070372172072,44.33333333333333
2014-03-31,Wheat,Saline,8.0,23.058265308494207,76.94173469150579,9.08314266679506,71,55,40,43.14548334871478,13.916666666666666
2014-04-01,Wheat,Saline,8.0,29.950831194796443,70.04916880520355,9.348606775161391,71,55,40,0.2825539622931948,13.916666666666666
2014-04-02,Wheat,Clay,6.25,28.394219352630994,71.605780647369,9.942413348797508,66,50,36,11.142676544701889,44.33333333333333
2014-04-03,Wheat,Peaty,5.5,25.886895854572337,74.11310414542766,3.7003803033428593,60,45,31,20.937155184195568,22.83333333333333
2014-04-04,Wheat,Sandy,6.75,18.20712992371263,80.0,6.760791036172455,55,40,27,37.944579301676704,35.58333333333333
2014-04-05,Wheat,Peaty,5.5,19.3141061209872,80.0,7.321511208045761,60,45,31,58.86559298409463,22.83333333333333
2014-04-06,Wheat,Sandy,6.75,26.725755749032206,73.2742442509678,7.450776003520236,55,40,27,18.394623739109488,35.58333333333333
2014-04-07,Wheat,Clay,6.25,18.557749072053504,80.0,11.676717883492485,66,50,36,67.4651611704864,44.33333333333333
2014-04-08,Wheat,Peaty,5.5,21.52840594780585,78.47159405219415,5.410501275390189,60,45,31,45.49307338181703,22.83333333333333
2014-04-09,Wheat,Peaty,5.5,22.541310756046364,77.45868924395364,8.543397884081507,60,45,31,41.38063432370066,22.83333333333333
2014-04-10,Wheat,Saline,8.0,25.394514155722817,74.60548584427718,8.615883355759632,71,55,40,28.171199923751228,13.916666666666666
2014-04-11,Wheat,Loamy,6.5,26.741708696230635,73.25829130376937,7.306509800723112,77,60,45,27.54939820227266,60.66666666666666
2014-04-12,Wheat,Clay,6.25,24.603057877971487,75.39694212202852,9.09860215383789,66,50,36,35.04750363205263,44.33333333333333
2014-04-13,Wheat,Sandy,6.75,25.001107581985,74.998892418015,14.95434949082573,55,40,27,29.619319917530778,35.58333333333333
2014-04-14,Wheat,Saline,8.0,25.207009751070533,74.79299024892947,8.581901402887393,71,55,40,28.25931074084552,13.916666666666666
2014-04-15,Wheat,Clay,6.25,28.26153075805115,71.73846924194885,5.10599466874878,66,50,36,12.582505493600882,44.33333333333333
2014-04-16,Wheat,Peaty,5.5,29.77634618603603,70.22365381396398,9.883771315031373,60,45,31,1.0777570940029153,22.83333333333333
2014-04-17,Wheat,Saline,8.0,22.159718561692674,77.84028143830733,13.225541190921188,71,55,40,46.1944609507656,13.916666666666666
2014-04-18,Wheat,Saline,8.0,23.224391722547505,76.77560827745249,11.244473446107625,71,55,40,38.250669744301966,13.916666666666666
2014-04-19,Wheat,Clay,6.25,29.8900026208578,70.1099973791422,5.46058367457457,66,50,36,0.8461164123374159,44.33333333333333
2014-04-20,Wheat,Saline,8.0,23.423985369182606,76.5760146308174,9.285541194868426,71,55,40,40.682020344968834,13.916666666666666
2014-04-21,Wheat,Peaty,5.5,22.67465275468212,77.32534724531789,13.575605518925997,60,45,31,40.33855601712363,22.83333333333333
2014-04-22,Wheat,Sandy,6.75,22.139987808684328,77.86001219131568,15.972028051569998,55,40,27,48.17957736519018,35.58333333333333
2014-04-23,Wheat,Saline,8.0,26.433870561912933,73.56612943808707,9.558384163943208,71,55,40,21.6003745934897,13.916666666666666
2014-04-24,Wheat,Sandy,6.75,28.33353030429305,71.66646969570695,9.812152544161233,55,40,27,8.790385708128628,35.58333333333333
2014-04-25,Wheat,Peaty,5.5,27.145890599375,72.854109400625,12.494912676854732,60,45,31,14.856284717358244,22.83333333333333
2014-04-26,Wheat,Loamy,6.5,19.491529737214595,80.0,11.71735580503683,77,60,45,76.81238490518824,60.66666666666666
2014-04-27,Wheat,Peaty,5.5,25.852993972314284,74.14700602768572,8.921170887346651,60,45,31,21.146611124893607,22.83333333333333
2014-04-28,Wheat,Loamy,6.5,24.378571114187817,75.62142888581218,9.365847310546092,77,60,45,54.97429351011056,60.66666666666666
2014-04-29,Wheat,Peaty,5.5,26.047646198511035,73.95235380148897,10.181149441884774,60,45,31,22.78036437755844,22.83333333333333
2014-04-30,Wheat,Sandy,6.75,25.15373791543749,74.84626208456251,3.011675046632272,55,40,27,26.41672674658013,35.58333333333333
2014-05-01,Wheat,Clay,6.25,27.176190685925658,72.82380931407434,15.016140646013024,66,50,36,22.040389516226604,44.33333333333333
2014-05-02,Wheat,Sandy,6.75,21.755635003161576,78.24436499683843,12.495482866435902,55,40,27,44.01258026810996,35.58333333333333
2014-05-03,Wheat,Sandy,6.75,18.93989116597794,80.0,10.974870103175142,55,40,27,48.05490146722152,35.58333333333333
2014-05-04,Wheat,Loamy,6.5,27.89095947527793,72.10904052472206,11.572600625228407,77,60,45,16.094008389398386,60.66666666666666
2014-05-05,Wheat,Sandy,6.75,26.19813759119499,73.80186240880501,12.199162844397996,55,40,27,17.576354645477483,35.58333333333333
2014-05-06,Wheat,Peaty,5.5,27.09286442995577,72.90713557004423,11.078607830553606,60,45,31,11.453313427095802,22.83333333333333
2014-05-07,Wheat,Sandy,6.75,26.263891665173723,73.73610833482627,10.283863134008074,55,40,27,17.825776362278674,35.58333333333333
2014-05-08,Wheat,Loamy,6.5,27.86990941439774,72.13009058560226,11.181619654494227,77,60,45,20.18812651904772,60.66666666666666
2014-05-09,Wheat,Sandy,6.75,29.98280548250248,70.01719451749751,9.005943102736452,55,40,27,0.1061980398999195,35.58333333333333
2014-05-10,Wheat,Saline,8.0,28.88389884969035,71.11610115030965,14.27388319623173,71,55,40,7.14535074776291,13.916666666666666
2014-05-11,Wheat,Sandy,6.75,26.41405433319811,73.58594566680189,5.261902901910995,55,40,27,19.430521287182163,35.58333333333333
2014-05-12,Wheat,Clay,6.25,25.91682214775447,74.08317785224553,6.0376181715559,66,50,36,32.66893101425803,44.33333333333333
2014-05-13,Wheat,Sandy,6.75,28.17947003090821,71.8205299690918,8.404366749132015,55,40,27,10.608790041651403,35.58333333333333
2014-05-14,Wheat,Sandy,6.75,27.57682239757599,72.423177602424,7.987902786557564,55,40,27,14.261905904411105,35.58333333333333
2014-05-15,Wheat,Saline,8.0,28.32507546112267,71.67492453887733,12.608372889114468,71,55,40,10.58038417594541,13.916666666666666
2014-05-16,Wheat,Saline,8.0,27.43084749377573,72.56915250622427,11.892626810788467,71,55,40,17.094402992267824,13.916666666666666
2014-05-17,Wheat,Loamy,6.5,29.80973214444193,70.19026785555806,13.06730779578448,77,60,45,1.3538462822889004,60.66666666666666
2014-05-18,Wheat,Saline,8.0,28.062555178041144,71.93744482195885,14.851380523803932,71,55,40,10.415381023439616,13.916666666666666
2014-05-19,Wheat,Loamy,6.5,28.14551320749932,71.85448679250068,12.078016102758191,77,60,45,18.0802181007036,60.66666666666666
2014-05-20,Wheat,Clay,6.25,27.90092152548951,72.09907847451049,10.44712959377401,66,50,36,15.965425925809193,44.33333333333333
2014-05-21,Wheat,Sandy,6.75,28.64526990700049,71.35473009299952,12.397085475638908,55,40,27,7.362720598823706,35.58333333333333
2014-05-22,Wheat,Saline,8.0,28.649966161045565,71.35003383895443,13.25990062552459,71,55,40,6.653657411469459,13.916666666666666
2014-05-23,Wheat,Sandy,6.75,29.345332518391302,70.6546674816087,7.737105602178572,55,40,27,2.978879108528843,35.58333333333333
2014-05-24,Wheat,Sandy,6.75,25.410929855821653,74.58907014417835,8.678442155129716,55,40,27,25.31577917366143,35.58333333333333
2014-05-25,Wheat,Sandy,6.75,15.92981438491296,80.0,9.030193676823188,55,40,27,29.761127014438564,35.58333333333333
2014-05-26,Wheat,Sandy,6.75,28.54780281446122,71.45219718553878,6.798003331045628,55,40,27,7.8934013021696705,35.58333333333333
2014-05-27,Wheat,Peaty,5.5,21.892634094660124,78.10736590533988,8.180929069282993,60,45,31,42.75715258112447,22.83333333333333
2014-05-28,Wheat,Clay,6.25,20.53255170273444,79.46744829726556,11.09709557265418,66,50,36,67.10437165035862,44.33333333333333
2014-05-29,Wheat,Peaty,5.5,24.614887825702155,75.38511217429784,8.438108180313103,60,45,31,24.79577263866516,22.83333333333333
2014-05-30,Wheat,Clay,6.25,15.60836356399868,80.0,14.239642248757916,66,50,36,35.60708010893786,44.33333333333333
2014-05-31,Wheat,Clay,6.25,18.43563019397804,80.0,7.663585814189833,66,50,36,53.26810596660886,44.33333333333333
2014-06-01,Wheat,Saline,8.0,21.157831847154487,78.84216815284552,10.746053798128978,71,55,40,48.88553593993817,13.916666666666666
2014-06-02,Wheat,Clay,6.25,23.11313519906161,76.8868648009384,11.956684600350084,66,50,36,54.536963186722986,44.33333333333333
2014-06-03,Wheat,Sandy,6.75,25.29237386059481,74.70762613940518,10.882502614004808,55,40,27,28.13351953619217,35.58333333333333
2014-06-04,Wheat,Saline,8.0,17.62754777625814,80.0,5.979946816229344,71,55,40,50.73960396498392,13.916666666666666
2014-06-05,Wheat,Loamy,6.5,14.478208104801926,80.0,9.790758197857794,77,60,45,35.92856220488571,60.66666666666666
2014-06-06,Wheat,Saline,8.0,26.958914759169367,73.04108524083063,3.986204353517669,71,55,40,16.150146240360208,13.916666666666666
2014-06-07,Wheat,Clay,6.25,25.363222085786223,74.63677791421378,13.786635918678725,66,50,36,30.262161720094827,44.33333333333333
2014-06-08,Wheat,Loamy,6.5,22.793476414609096,77.2065235853909,8.786084439877161,77,60,45,57.54991068263026,60.66666666666666
2014-06-09,Wheat,Sandy,6.75,24.84254340819139,75.15745659180861,10.303428524337445,55,40,27,33.36434519596614,35.58333333333333
2014-06-10,Wheat,Clay,6.25,24.720666649716296,75.27933335028371,10.16451082376202,66,50,36,38.4079114348193,44.33333333333333
2014-06-11,Wheat,Clay,6.25,21.752507484110524,78.24749251588948,13.151198607623318,66,50,36,56.77276720268485,44.33333333333333
2014-06-12,Wheat,Clay,6.25,16.564763071958524,80.0,11.945196868823398,66,50,36,41.71925557346201,44.33333333333333
2014-06-13,Wheat,Sandy,6.75,24.285791942116443,75.71420805788355,14.573915789448268,55,40,27,23.835631760919103,35.58333333333333
2014-06-14,Wheat,Sandy,6.75,22.50950116850336,77.49049883149664,9.91355019523413,55,40,27,44.77465301309203,35.58333333333333
2014-06-15,Wheat,Loamy,6.5,23.523830943711463,76.47616905628854,7.37366243243771,77,60,45,61.6388845683556,60.66666666666666
2014-06-16,Wheat,Loamy,6.5,22.27251286042814,77.72748713957186,6.314527970857278,77,60,45,69.46592605641872,60.66666666666666
2014-06-17,Wheat,Sandy,6.75,21.15432205064044,78.84567794935955,15.446732444785216,55,40,27,49.74353147650802,35.58333333333333
2014-06-18,Wheat,Peaty,5.5,12.485478582138825,80.0,5.112000377067125,60,45,31,14.238002671094408,22.83333333333333
2014-06-19,Wheat,Peaty,5.5,17.134845368938894,80.0,12.730755044598585,60,45,31,37.44847180314955,22.83333333333333
2014-06-20,Wheat,Peaty,5.5,15.142200013620291,80.0,13.361774296849902,60,45,31,31.191357776167724,22.83333333333333
2014-06-21,Wheat,Saline,8.0,16.84029000844957,80.0,12.930507240808518,71,55,40,38.42345594162818,13.916666666666666
2014-06-22,Wheat,Saline,8.0,21.144523879752875,78.85547612024712,7.755961948484794,71,55,40,42.50866657001947,13.916666666666666
2014-06-23,Wheat,Saline,8.0,17.103636913557793,80.0,14.462139421049356,71,55,40,46.14020821718906,13.916666666666666
2014-06-24,Wheat,Loamy,6.5,22.620207186851044,77.37979281314895,7.186391190515083,77,60,45,79.8266035247696,60.66666666666666
2014-06-25,Wheat,Loamy,6.5,29.253082922602992,70.746917077397,11.789658130214132,77,60,45,7.450710737733234,60.66666666666666
2014-06-26,Wheat,Clay,6.25,20.24094377373951,79.7590562262605,10.233907298149896,66,50,36,84.58907675817446,44.33333333333333
2014-06-27,Wheat,Sandy,6.75,20.907478837503472,79.09252116249652,10.007949682001666,55,40,27,46.2820583193848,35.58333333333333
2014-06-28,Wheat,Loamy,6.5,21.63505912509656,78.36494087490344,7.55684891481885,77,60,45,87.71876553208921,60.66666666666666
2014-06-29,Wheat,Clay,6.25,27.096345846815204,72.90365415318479,8.42779592904181,66,50,36,21.69190199277509,44.33333333333333
2014-06-30,Wheat,Saline,8.0,17.22959601829887,80.0,4.442328595721618,71,55,40,44.414113002711055,13.916666666666666
2014-07-01,Wheat,Clay,6.25,22.374770077152675,77.62522992284732,9.004184124443233,66,50,36,57.41202444857949,44.33333333333333
2014-07-02,Wheat,Saline,8.0,19.226548344327227,80.0,12.141632332270412,71,55,40,54.463151830704106,13.916666666666666
2014-07-03,Wheat,Clay,6.25,16.671924742385727,80.0,9.246825495403774,66,50,36,56.63479197560786,44.33333333333333
2014-07-04,Wheat,Loamy,6.5,18.527389545936813,80.0,8.044939243926391,77,60,45,76.59363927492026,60.66666666666666
2014-07-05,Wheat,Loamy,6.5,20.067102426942306,79.9328975730577,9.96015073312294,77,60,45,81.76225750043163,60.66666666666666
2014-07-06,Wheat,Loamy,6.5,26.118968112565824,73.88103188743418,12.847889495125948,77,60,45,36.613486710255934,60.66666666666666
2014-07-07,Wheat,Saline,8.0,16.115652582089098,80.0,7.397254101890763,71,55,40,32.608841281825065,13.916666666666666
2014-07-08,Wheat,Clay,6.25,18.457305143554805,80.0,5.959769444444383,66,50,36,66.7919533218065,44.33333333333333
2014-07-09,Wheat,Sandy,6.75,14.556825784704806,80.0,18.40411896890493,55,40,27,25.120352521323145,35.58333333333333
2014-07-10,Wheat,Saline,8.0,19.078871034864424,80.0,13.957127300083776,71,55,40,56.04272101416576,13.916666666666666
2014-07-11,Wheat,Clay,6.25,18.06209554372215,80.0,5.003846085277001,66,50,36,53.25733075262206,44.33333333333333
2014-07-12,Wheat,Clay,6.25,21.10447434003702,78.89552565996298,11.738954070245336,66,50,36,66.40498093245611,44.33333333333333
2014-07-13,Wheat,Sandy,6.75,16.16130990685309,80.0,7.715064283192709,55,40,27,38.48240144347498,35.58333333333333
2014-07-14,Wheat,Peaty,5.5,28.4989336551062,71.5010663448938,11.9229598335557,60,45,31,7.168306384019006,22.83333333333333
2014-07-15,Wheat,Clay,6.25,29.57609817834974,70.42390182165026,9.471074552129984,66,50,36,2.888199975217156,44.33333333333333
2014-07-16,Wheat,Clay,6.25,18.563578873549982,80.0,13.087273410061972,66,50,36,62.0852106683733,44.33333333333333
2014-07-17,Wheat,Clay,6.25,15.643770940927446,80.0,9.937481341686286,66,50,36,46.68592259675162,44.33333333333333
2014-07-18,Wheat,Loamy,6.5,11.2212105244417,80.0,10.647711611578682,77,60,45,11.027390083547491,60.66666666666666
2014-07-19,Wheat,Sandy,6.75,16.58642841923292,80.0,7.269970334635287,55,40,27,48.95978226995161,35.58333333333333
2014-07-20,Wheat,Loamy,6.5,18.22704683748509,80.0,8.36334219178934,77,60,45,78.21386547366833,60.66666666666666
2014-07-21,Wheat,Saline,8.0,17.66690515912177,80.0,7.789295943304603,71,55,40,44.56257148019085,13.916666666666666
2014-07-22,Wheat,Peaty,5.5,18.971613635269435,80.0,8.18456797396571,60,45,31,49.40936566893343,22.83333333333333
2014-07-23,Wheat,Sandy,6.75,16.988568226657947,80.0,8.353850975955197,55,40,27,47.098383543764434,35.58333333333333
2014-07-24,Wheat,Sandy,6.75,19.838841556193312,80.0,5.485645323683746,55,40,27,57.78052735035367,35.58333333333333
2014-07-25,Wheat,Clay,6.25,10.435743233260853,80.0,15.33188430409136,66,50,36,3.2982857624023514,44.33333333333333
2014-07-26,Wheat,Loamy,6.5,14.572389750990215,80.0,5.989071080909238,77,60,45,43.54449249454647,60.66666666666666
2014-07-27,Wheat,Peaty,5.5,21.06320595423822,78.93679404576179,6.729908352859631,60,45,31,50.29073782515609,22.83333333333333
2014-07-28,Wheat,Loamy,6.5,20.42963304666204,79.57036695333797,11.516258677223476,77,60,45,69.99859461476574,60.66666666666666
2014-07-29,Wheat,Saline,8.0,21.33498048428854,78.66501951571146,9.147135316692385,71,55,40,52.628301395094674,13.916666666666666
2014-07-30,Wheat,Clay,6.25,26.65028299106025,73.34971700893975,7.337753746909502,66,50,36,28.31108558204046,44.33333333333333
2014-07-31,Wheat,Sandy,6.75,18.61190650431741,80.0,10.105816577935911,55,40,27,46.27684673701032,35.58333333333333
2014-08-01,Wheat,Peaty,5.5,19.89986401578238,80.0,5.59112184656046,60,45,31,48.26141005104226,22.83333333333333
